,# unix_time,cycles_done,cur_path,paths_total,pending_total,pending_favs,map_size,unique_crashes,unique_hangs,max_depth,execs_per_sec,valid_inputs,invalid_inputs,valid_cov,all_covered_probes,valid_covered_probes,total_inputs,algorithm
160,151512,16.0,2251.0,3726.0,0.0,0.0,14146.88,9847.0,0.0,0.0,13.48,3151499.0,2379155.0,13393.36,36216.0,34287.0,5530653.0,ei-fast
161,152512,16.0,2476.0,3727.0,0.0,0.0,14146.88,9882.0,0.0,0.0,24.62,3167388.0,2392870.0,13393.36,36216.0,34287.0,5560257.0,ei-fast
162,153512,16.0,2821.0,3733.0,0.0,0.0,14146.88,9925.0,0.0,0.0,29.5,3182168.0,2405779.0,13393.36,36216.0,34287.0,5587946.0,ei-fast
163,154512,16.0,3196.0,3734.0,0.0,0.0,14146.88,9967.0,0.0,0.0,25.72,3199599.0,2420035.0,13393.36,36216.0,34287.0,5619633.0,ei-fast
164,155512,16.0,3419.0,3735.0,0.0,0.0,14146.88,9997.0,0.0,0.0,32.64,3212655.0,2431397.0,13393.36,36216.0,34287.0,5644051.0,ei-fast
165,156512,17.0,74.0,3749.0,0.0,0.0,14154.3,10030.0,0.0,0.0,33.22,3232436.0,2445214.0,13400.78,36235.0,34306.0,5677649.0,ei-fast
166,157512,17.0,567.0,3750.0,0.0,0.0,14154.3,10059.0,0.0,0.0,49.67,3262673.0,2466004.0,13400.78,36235.0,34306.0,5728676.0,ei-fast
167,158512,17.0,1029.0,3751.0,0.0,0.0,14154.3,10112.0,0.0,0.0,40.5,3290475.0,2485184.0,13400.78,36235.0,34306.0,5775658.0,ei-fast
168,159512,17.0,1555.0,3752.0,0.0,0.0,14154.3,10178.0,0.0,0.0,46.44,3315202.0,2503508.0,13400.78,36235.0,34306.0,5818709.0,ei-fast
169,160512,17.0,2011.0,3755.0,0.0,0.0,14155.08,10245.0,0.0,0.0,34.59,3337992.0,2520247.0,13400.78,36237.0,34306.0,5858238.0,ei-fast
170,161512,17.0,2255.0,3757.0,0.0,0.0,14156.64,10282.0,0.0,0.0,65.15,3353247.0,2533317.0,13402.34,36241.0,34310.0,5886563.0,ei-fast
171,162512,17.0,2485.0,3759.0,0.0,0.0,14156.64,10317.0,0.0,0.0,31.35,3369992.0,2547153.0,13402.34,36241.0,34310.0,5917144.0,ei-fast
172,163512,17.0,2876.0,3761.0,0.0,0.0,14156.64,10359.0,0.0,0.0,49.67,3385653.0,2561183.0,13402.34,36241.0,34310.0,5946835.0,ei-fast
173,164512,17.0,3208.0,3762.0,0.0,0.0,14156.64,10402.0,0.0,0.0,24.93,3402961.0,2574930.0,13402.34,36241.0,34310.0,5977890.0,ei-fast
174,165512,17.0,3454.0,3766.0,0.0,0.0,14156.64,10440.0,0.0,0.0,25.5,3416218.0,2586409.0,13402.34,36241.0,34310.0,6002626.0,ei-fast
175,166512,18.0,100.0,3773.0,0.0,0.0,14157.81,10465.0,0.0,0.0,30.96,3436601.0,2600300.0,13402.73,36244.0,34311.0,6036900.0,ei-fast
176,167512,18.0,583.0,3774.0,0.0,0.0,14157.81,10496.0,0.0,0.0,48.7,3465837.0,2620133.0,13402.73,36244.0,34311.0,6085969.0,ei-fast
177,168512,18.0,1033.0,3775.0,0.0,0.0,14157.81,10544.0,0.0,0.0,38.81,3493082.0,2638804.0,13402.73,36244.0,34311.0,6131885.0,ei-fast
178,169512,18.0,1558.0,3775.0,0.0,0.0,14157.81,10600.0,0.0,0.0,19.11,3517613.0,2657188.0,13402.73,36244.0,34311.0,6174800.0,ei-fast
179,170512,18.0,2011.0,3775.0,0.0,0.0,14157.81,10658.0,0.0,0.0,27.19,3540078.0,2673861.0,13402.73,36244.0,34311.0,6213938.0,ei-fast
180,171512,18.0,2248.0,3776.0,0.0,0.0,14157.81,10702.0,0.0,0.0,10.05,3554950.0,2686521.0,13402.73,36244.0,34311.0,6241470.0,ei-fast
181,172512,18.0,2476.0,3779.0,0.0,0.0,14191.41,10738.0,0.0,0.0,15.92,3571166.0,2700320.0,13436.33,36330.0,34397.0,6271485.0,ei-fast
182,1,0.0,0.0,2.0,0.0,0.0,5742.58,0.0,0.0,0.0,2.41,2.0,0.0,5742.58,14701.0,14701.0,1.0,ei-fast
183,2,0.0,0.0,7.0,0.0,0.0,6444.53,0.0,0.0,0.0,7.91,3.0,6.0,5880.86,16498.0,15055.0,8.0,ei-fast
184,4,0.0,0.0,17.0,0.0,0.0,6703.91,0.0,0.0,0.0,15.19,13.0,18.0,6154.3,17162.0,15755.0,30.0,ei-fast
185,8,0.0,0.0,36.0,0.0,0.0,7408.59,0.0,0.0,0.0,9.65,44.0,51.0,6880.86,18966.0,17615.0,94.0,ei-fast
186,16,0.0,0.0,61.0,0.0,0.0,8106.64,0.0,0.0,0.0,16.87,97.0,113.0,7641.02,20753.0,19561.0,209.0,ei-fast
187,32,0.0,1.0,86.0,0.0,0.0,9172.27,0.0,0.0,0.0,16.13,297.0,232.0,8857.81,23481.0,22676.0,528.0,ei-fast
188,64,0.0,4.0,163.0,0.0,0.0,9512.11,2.0,0.0,0.0,34.7,750.0,517.0,9124.22,24351.0,23358.0,1266.0,ei-fast
189,128,0.0,18.0,262.0,0.0,0.0,10051.95,6.0,0.0,0.0,56.67,2279.0,1347.0,9676.56,25733.0,24772.0,3625.0,ei-fast
190,256,0.0,49.0,482.0,0.0,0.0,10604.69,20.0,0.0,0.0,55.37,5968.0,3428.0,10135.94,27148.0,25948.0,9395.0,ei-fast
191,512,0.0,113.0,830.0,0.0,0.0,11340.23,61.0,0.0,0.0,11.98,13450.0,7847.0,10843.36,29031.0,27759.0,21296.0,ei-fast
192,1512,0.0,396.0,1339.0,0.0,0.0,11723.44,162.0,0.0,0.0,47.62,30465.0,24722.0,11152.34,30012.0,28550.0,55186.0,ei-fast
193,2512,0.0,659.0,1590.0,0.0,0.0,12087.5,280.0,0.0,0.0,69.77,48938.0,39394.0,11529.3,30944.0,29515.0,88331.0,ei-fast
194,3512,0.0,949.0,1777.0,0.0,0.0,12507.81,436.0,0.0,0.0,41.94,67231.0,54498.0,11928.91,32020.0,30538.0,121728.0,ei-fast
195,4512,0.0,1288.0,1921.0,0.0,0.0,12617.19,560.0,0.0,0.0,36.54,88334.0,69413.0,12012.89,32300.0,30753.0,157746.0,ei-fast
196,5512,0.0,1648.0,2074.0,0.0,0.0,12788.28,704.0,0.0,0.0,49.5,109303.0,83248.0,12180.47,32738.0,31182.0,192550.0,ei-fast
197,6512,0.0,2001.0,2222.0,0.0,0.0,12952.73,864.0,0.0,0.0,22.47,125480.0,96190.0,12350.0,33159.0,31616.0,221669.0,ei-fast
198,7512,0.0,2247.0,2382.0,0.0,0.0,13428.91,1000.0,0.0,0.0,29.15,140107.0,108359.0,12822.27,34378.0,32825.0,248465.0,ei-fast
199,8512,0.0,2421.0,2541.0,0.0,0.0,13630.86,1140.0,0.0,0.0,23.26,155631.0,119435.0,13025.39,34895.0,33345.0,275065.0,ei-fast
200,9512,0.0,2630.0,2707.0,0.0,0.0,13755.47,1240.0,0.0,0.0,46.67,168956.0,130396.0,13148.44,35214.0,33660.0,299351.0,ei-fast
201,10512,1.0,63.0,2804.0,0.0,0.0,13795.31,1301.0,0.0,0.0,76.92,183182.0,141888.0,13183.98,35316.0,33751.0,325069.0,ei-fast
202,11512,1.0,433.0,2815.0,0.0,0.0,13797.27,1364.0,0.0,0.0,34.92,203892.0,158239.0,13185.16,35321.0,33754.0,362130.0,ei-fast
203,12512,1.0,765.0,2831.0,0.0,0.0,13804.69,1439.0,0.0,0.0,22.88,224165.0,173643.0,13191.02,35340.0,33769.0,397807.0,ei-fast
204,13512,1.0,1101.0,2846.0,0.0,0.0,13809.38,1530.0,0.0,0.0,19.61,243824.0,188886.0,13195.7,35352.0,33781.0,432709.0,ei-fast
205,14512,1.0,1517.0,2867.0,0.0,0.0,13817.58,1644.0,0.0,0.0,17.8,266168.0,203448.0,13205.47,35373.0,33806.0,469615.0,ei-fast
206,15512,1.0,1965.0,2890.0,0.0,0.0,13827.34,1745.0,0.0,0.0,9.84,285892.0,218428.0,13207.42,35398.0,33811.0,504319.0,ei-fast
207,16512,1.0,2233.0,2914.0,0.0,0.0,13833.98,1838.0,0.0,0.0,24.84,301475.0,231313.0,13210.16,35415.0,33818.0,532787.0,ei-fast
208,17512,1.0,2477.0,2953.0,0.0,0.0,13859.77,1952.0,0.0,0.0,20.77,319214.0,244768.0,13223.05,35481.0,33851.0,563981.0,ei-fast
209,18512,1.0,2680.0,2992.0,0.0,0.0,13891.8,2021.0,0.0,0.0,19.29,333451.0,256804.0,13254.3,35563.0,33931.0,590254.0,ei-fast
210,19512,1.0,2998.0,3036.0,0.0,0.0,13924.22,2081.0,0.0,0.0,15.34,345426.0,269265.0,13285.94,35646.0,34012.0,614690.0,ei-fast
211,20512,2.0,304.0,3056.0,0.0,0.0,13950.78,2126.0,0.0,0.0,9.74,367678.0,286499.0,13312.5,35714.0,34080.0,654176.0,ei-fast
212,21512,2.0,685.0,3062.0,0.0,0.0,13951.95,2196.0,0.0,0.0,57.32,390115.0,303398.0,13313.28,35717.0,34082.0,693512.0,ei-fast
213,22512,2.0,1072.0,3070.0,0.0,0.0,13952.73,2289.0,0.0,0.0,22.92,411342.0,320530.0,13314.06,35719.0,34084.0,731871.0,ei-fast
214,23512,2.0,1525.0,3077.0,0.0,0.0,13965.23,2381.0,0.0,0.0,26.95,436549.0,336745.0,13314.06,35751.0,34084.0,773293.0,ei-fast
215,24512,2.0,1966.0,3098.0,0.0,0.0,13994.53,2474.0,0.0,0.0,11.93,455814.0,351054.0,13332.81,35826.0,34132.0,806867.0,ei-fast
216,25512,2.0,2225.0,3113.0,0.0,0.0,14010.55,2564.0,0.0,0.0,49.5,470687.0,363343.0,13348.83,35867.0,34173.0,834029.0,ei-fast
217,26512,2.0,2453.0,3124.0,0.0,0.0,14045.31,2633.0,0.0,0.0,12.42,487589.0,375894.0,13383.59,35956.0,34262.0,863482.0,ei-fast
218,27512,2.0,2661.0,3139.0,0.0,0.0,14052.73,2699.0,0.0,0.0,22.22,501574.0,387157.0,13391.02,35975.0,34281.0,888730.0,ei-fast
219,28512,2.0,2977.0,3163.0,0.0,0.0,14064.45,2756.0,0.0,0.0,23.74,513296.0,399628.0,13407.03,36005.0,34322.0,912923.0,ei-fast
220,29512,3.0,52.0,3203.0,0.0,0.0,14084.38,2816.0,0.0,0.0,89.17,528696.0,412266.0,13426.95,36056.0,34373.0,940961.0,ei-fast
221,30512,3.0,462.0,3206.0,0.0,0.0,14084.38,2859.0,0.0,0.0,68.63,550861.0,429613.0,13426.95,36056.0,34373.0,980473.0,ei-fast
222,31512,3.0,830.0,3213.0,0.0,0.0,14084.77,2924.0,0.0,0.0,61.49,574178.0,446693.0,13427.34,36057.0,34374.0,1020870.0,ei-fast
223,32512,3.0,1246.0,3222.0,0.0,0.0,14087.89,3002.0,0.0,0.0,56.29,595963.0,463960.0,13428.91,36065.0,34378.0,1059922.0,ei-fast
224,33512,3.0,1725.0,3237.0,0.0,0.0,14098.83,3093.0,0.0,0.0,43.19,619331.0,479628.0,13432.81,36093.0,34388.0,1098958.0,ei-fast
225,34512,3.0,2081.0,3243.0,0.0,0.0,14100.78,3165.0,0.0,0.0,36.59,636258.0,492576.0,13434.77,36098.0,34393.0,1128833.0,ei-fast
226,35512,3.0,2344.0,3253.0,0.0,0.0,14105.08,3248.0,0.0,0.0,76.67,654053.0,506581.0,13438.67,36109.0,34403.0,1160633.0,ei-fast
227,36512,3.0,2579.0,3269.0,0.0,0.0,14105.86,3315.0,0.0,0.0,30.4,670259.0,519146.0,13439.45,36111.0,34405.0,1189404.0,ei-fast
228,37512,3.0,2849.0,3284.0,0.0,0.0,14108.2,3380.0,0.0,0.0,55.56,683070.0,531391.0,13441.8,36117.0,34411.0,1214460.0,ei-fast
229,38512,3.0,3168.0,3301.0,0.0,0.0,14113.67,3449.0,0.0,0.0,20.0,696339.0,544198.0,13445.31,36131.0,34420.0,1240536.0,ei-fast
230,39512,4.0,269.0,3330.0,0.0,0.0,14120.7,3496.0,0.0,0.0,12.85,720475.0,561973.0,13453.52,36149.0,34441.0,1282447.0,ei-fast
231,40512,4.0,642.0,3335.0,0.0,0.0,14121.09,3550.0,0.0,0.0,59.41,741708.0,578352.0,13453.91,36150.0,34442.0,1320059.0,ei-fast
232,41512,4.0,1046.0,3339.0,0.0,0.0,14121.09,3605.0,0.0,0.0,36.92,764147.0,596233.0,13453.91,36150.0,34442.0,1360379.0,ei-fast
233,42512,4.0,1524.0,3342.0,0.0,0.0,14123.83,3688.0,0.0,0.0,18.93,790016.0,613305.0,13453.91,36157.0,34442.0,1403320.0,ei-fast
234,43512,4.0,1969.0,3351.0,0.0,0.0,14131.25,3765.0,0.0,0.0,9.43,809635.0,627997.0,13457.03,36176.0,34450.0,1437631.0,ei-fast
235,44512,4.0,2262.0,3358.0,0.0,0.0,14132.03,3847.0,0.0,0.0,35.71,826021.0,641350.0,13457.42,36178.0,34451.0,1467370.0,ei-fast
236,45512,4.0,2490.0,3360.0,0.0,0.0,14132.03,3898.0,0.0,0.0,17.39,843027.0,653659.0,13457.42,36178.0,34451.0,1496685.0,ei-fast
237,46512,4.0,2710.0,3366.0,0.0,0.0,14132.03,3944.0,0.0,0.0,14.16,858066.0,666143.0,13457.42,36178.0,34451.0,1524208.0,ei-fast
238,47512,4.0,3032.0,3377.0,0.0,0.0,14134.38,3978.0,0.0,0.0,16.5,870184.0,678660.0,13458.2,36184.0,34453.0,1548843.0,ei-fast
239,48512,4.0,3394.0,3400.0,0.0,0.0,14141.02,4046.0,0.0,0.0,26.06,885355.0,691706.0,13465.23,36201.0,34471.0,1577060.0,ei-fast
240,49512,5.0,402.0,3405.0,0.0,0.0,14141.02,4095.0,0.0,0.0,65.57,910011.0,709765.0,13465.23,36201.0,34471.0,1619775.0,ei-fast
241,50512,5.0,778.0,3407.0,0.0,0.0,14141.02,4138.0,0.0,0.0,34.29,932059.0,726404.0,13465.63,36201.0,34472.0,1658462.0,ei-fast
242,51512,5.0,1172.0,3410.0,0.0,0.0,14141.02,4218.0,0.0,0.0,51.87,953110.0,743590.0,13465.63,36201.0,34472.0,1696699.0,ei-fast
243,52512,5.0,1642.0,3411.0,0.0,0.0,14141.02,4298.0,0.0,0.0,21.67,978399.0,759281.0,13465.63,36201.0,34472.0,1737679.0,ei-fast
244,53512,5.0,2061.0,3415.0,0.0,0.0,14142.58,4364.0,0.0,0.0,49.85,995800.0,773098.0,13467.19,36205.0,34476.0,1768897.0,ei-fast
245,54512,5.0,2323.0,3422.0,0.0,0.0,14142.97,4440.0,0.0,0.0,18.97,1013958.0,786845.0,13467.58,36206.0,34477.0,1800802.0,ei-fast
246,55512,5.0,2563.0,3427.0,0.0,0.0,14143.36,4494.0,0.0,0.0,22.41,1030206.0,799199.0,13469.14,36207.0,34481.0,1829404.0,ei-fast
247,56512,5.0,2788.0,3432.0,0.0,0.0,14144.14,4554.0,0.0,0.0,5.57,1043070.0,811449.0,13469.92,36209.0,34483.0,1854518.0,ei-fast
248,57512,5.0,3123.0,3438.0,0.0,0.0,14146.09,4605.0,0.0,0.0,15.87,1056144.0,823706.0,13471.88,36214.0,34488.0,1879849.0,ei-fast
249,58512,6.0,88.0,3451.0,0.0,0.0,14152.73,4678.0,0.0,0.0,33.61,1077405.0,839365.0,13478.52,36231.0,34505.0,1916769.0,ei-fast
250,59512,6.0,507.0,3452.0,0.0,0.0,14152.73,4718.0,0.0,0.0,20.53,1098642.0,857000.0,13478.52,36231.0,34505.0,1955641.0,ei-fast
251,60512,6.0,881.0,3457.0,0.0,0.0,14153.13,4768.0,0.0,0.0,52.98,1121978.0,874223.0,13478.91,36232.0,34506.0,1996200.0,ei-fast
252,61512,6.0,1314.0,3459.0,0.0,0.0,14153.13,4826.0,0.0,0.0,35.83,1144374.0,891195.0,13478.91,36232.0,34506.0,2035568.0,ei-fast
253,62512,6.0,1820.0,3465.0,0.0,0.0,14155.08,4900.0,0.0,0.0,55.05,1167861.0,907635.0,13480.86,36237.0,34511.0,2075495.0,ei-fast
254,63512,6.0,2166.0,3472.0,0.0,0.0,14155.08,4962.0,0.0,0.0,21.47,1186260.0,921982.0,13480.86,36237.0,34511.0,2108241.0,ei-fast
255,64512,6.0,2407.0,3479.0,0.0,0.0,14155.08,5019.0,0.0,0.0,45.75,1203777.0,935158.0,13480.86,36237.0,34511.0,2138934.0,ei-fast
256,65512,6.0,2646.0,3483.0,0.0,0.0,14155.08,5065.0,0.0,0.0,29.76,1219623.0,947889.0,13480.86,36237.0,34511.0,2167511.0,ei-fast
257,66512,6.0,2977.0,3486.0,0.0,0.0,14155.08,5119.0,0.0,0.0,16.56,1232117.0,960617.0,13480.86,36237.0,34511.0,2192733.0,ei-fast
258,67512,6.0,3280.0,3500.0,0.0,0.0,14158.98,5160.0,0.0,0.0,8.33,1245165.0,972533.0,13485.16,36247.0,34522.0,2217697.0,ei-fast
259,68512,7.0,126.0,3533.0,0.0,0.0,14169.14,5197.0,0.0,0.0,39.47,1266660.0,986707.0,13494.92,36273.0,34547.0,2253366.0,ei-fast
260,69512,7.0,546.0,3535.0,0.0,0.0,14169.14,5226.0,0.0,0.0,31.25,1287565.0,1003838.0,13494.92,36273.0,34547.0,2291402.0,ei-fast
261,70512,7.0,912.0,3537.0,0.0,0.0,14169.14,5285.0,0.0,0.0,70.0,1310250.0,1020810.0,13494.92,36273.0,34547.0,2331059.0,ei-fast
262,71512,7.0,1349.0,3539.0,0.0,0.0,14169.14,5355.0,0.0,0.0,74.19,1331952.0,1037243.0,13494.92,36273.0,34547.0,2369194.0,ei-fast
263,72512,7.0,1838.0,3547.0,0.0,0.0,14169.92,5419.0,0.0,0.0,66.01,1355058.0,1053377.0,13495.7,36275.0,34549.0,2408434.0,ei-fast
264,73512,7.0,2164.0,3549.0,0.0,0.0,14176.95,5463.0,0.0,0.0,24.84,1372584.0,1066826.0,13502.73,36293.0,34567.0,2439409.0,ei-fast
265,74512,7.0,2405.0,3550.0,0.0,0.0,14176.95,5519.0,0.0,0.0,25.48,1389781.0,1079747.0,13502.73,36293.0,34567.0,2469527.0,ei-fast
266,75512,7.0,2627.0,3554.0,0.0,0.0,14178.13,5561.0,0.0,0.0,39.87,1404503.0,1091499.0,13503.91,36296.0,34570.0,2496001.0,ei-fast
267,76512,7.0,2939.0,3556.0,0.0,0.0,14178.13,5608.0,0.0,0.0,32.57,1416991.0,1103689.0,13503.91,36296.0,34570.0,2520679.0,ei-fast
268,77512,7.0,3192.0,3561.0,0.0,0.0,14179.69,5646.0,0.0,0.0,27.52,1429366.0,1115487.0,13505.47,36300.0,34574.0,2544852.0,ei-fast
269,78512,8.0,35.0,3569.0,0.0,0.0,14183.2,5683.0,0.0,0.0,76.19,1446812.0,1128167.0,13506.64,36309.0,34577.0,2574978.0,ei-fast
270,79512,8.0,445.0,3570.0,0.0,0.0,14183.2,5718.0,0.0,0.0,15.23,1470067.0,1145451.0,13506.64,36309.0,34577.0,2615517.0,ei-fast
271,80512,8.0,807.0,3571.0,0.0,0.0,14183.2,5777.0,0.0,0.0,61.29,1491916.0,1162315.0,13506.64,36309.0,34577.0,2654230.0,ei-fast
272,81512,8.0,1192.0,3577.0,0.0,0.0,14183.2,5826.0,0.0,0.0,49.34,1512266.0,1178405.0,13507.42,36309.0,34579.0,2690670.0,ei-fast
273,82512,8.0,1665.0,3580.0,0.0,0.0,14183.59,5886.0,0.0,0.0,12.9,1536795.0,1194688.0,13507.81,36310.0,34580.0,2731482.0,ei-fast
274,83512,8.0,2068.0,3583.0,0.0,0.0,14183.59,5951.0,0.0,0.0,28.57,1553908.0,1207871.0,13507.81,36310.0,34580.0,2761778.0,ei-fast
275,84512,8.0,2319.0,3588.0,0.0,0.0,14183.98,6011.0,0.0,0.0,19.48,1571246.0,1221324.0,13510.94,36311.0,34588.0,2792569.0,ei-fast
276,85512,8.0,2558.0,3595.0,0.0,0.0,14186.33,6077.0,0.0,0.0,44.82,1587410.0,1233239.0,13511.33,36317.0,34589.0,2820648.0,ei-fast
277,86512,8.0,2761.0,3602.0,0.0,0.0,14189.06,6103.0,0.0,0.0,21.21,1600028.0,1245206.0,13513.28,36324.0,34594.0,2845233.0,ei-fast
278,87512,8.0,3094.0,3605.0,0.0,0.0,14189.06,6140.0,0.0,0.0,31.75,1612091.0,1257174.0,13513.28,36324.0,34594.0,2869264.0,ei-fast
279,88512,8.0,3496.0,3612.0,0.0,0.0,14194.92,6198.0,0.0,0.0,2.89,1628359.0,1270562.0,13519.14,36339.0,34609.0,2898920.0,ei-fast
280,89512,9.0,247.0,3621.0,0.0,0.0,14198.05,6223.0,0.0,0.0,20.41,1649577.0,1285092.0,13521.48,36347.0,34615.0,2934668.0,ei-fast
281,90512,9.0,632.0,3625.0,0.0,0.0,14198.44,6259.0,0.0,0.0,41.53,1671325.0,1301760.0,13521.88,36348.0,34616.0,2973084.0,ei-fast
282,91512,9.0,1009.0,3627.0,0.0,0.0,14198.83,6322.0,0.0,0.0,36.67,1690902.0,1318330.0,13522.27,36349.0,34617.0,3009231.0,ei-fast
283,92512,9.0,1470.0,3628.0,0.0,0.0,14198.83,6377.0,0.0,0.0,38.22,1715726.0,1334273.0,13522.27,36349.0,34617.0,3049998.0,ei-fast
284,93512,9.0,1945.0,3629.0,0.0,0.0,14198.83,6441.0,0.0,0.0,58.1,1737134.0,1349617.0,13522.27,36349.0,34617.0,3086750.0,ei-fast
285,94512,9.0,2225.0,3629.0,0.0,0.0,14198.83,6492.0,0.0,0.0,37.97,1753358.0,1362695.0,13522.27,36349.0,34617.0,3116052.0,ei-fast
286,95512,9.0,2461.0,3630.0,0.0,0.0,14198.83,6553.0,0.0,0.0,31.35,1770453.0,1375549.0,13522.27,36349.0,34617.0,3146001.0,ei-fast
287,96512,9.0,2674.0,3634.0,0.0,0.0,14198.83,6603.0,0.0,0.0,20.0,1784812.0,1387452.0,13522.27,36349.0,34617.0,3172263.0,ei-fast
288,97512,9.0,2998.0,3637.0,0.0,0.0,14198.83,6643.0,0.0,0.0,8.87,1796733.0,1399938.0,13522.27,36349.0,34617.0,3196670.0,ei-fast
289,98512,9.0,3324.0,3642.0,0.0,0.0,14200.39,6694.0,0.0,0.0,62.5,1810786.0,1412228.0,13522.66,36353.0,34618.0,3223013.0,ei-fast
290,99512,10.0,76.0,3647.0,0.0,0.0,14200.39,6739.0,0.0,0.0,45.32,1829886.0,1425350.0,13522.66,36353.0,34618.0,3255235.0,ei-fast
291,100512,10.0,495.0,3647.0,0.0,0.0,14200.39,6759.0,0.0,0.0,42.21,1851716.0,1442752.0,13522.66,36353.0,34618.0,3294467.0,ei-fast
292,101512,10.0,858.0,3648.0,0.0,0.0,14200.39,6812.0,0.0,0.0,41.14,1874022.0,1459656.0,13522.66,36353.0,34618.0,3333677.0,ei-fast
293,102512,10.0,1277.0,3648.0,0.0,0.0,14200.39,6862.0,0.0,0.0,36.67,1895377.0,1476391.0,13522.66,36353.0,34618.0,3371767.0,ei-fast
294,103512,10.0,1753.0,3651.0,0.0,0.0,14200.39,6924.0,0.0,0.0,31.45,1918770.0,1492122.0,13522.66,36353.0,34618.0,3410891.0,ei-fast
295,104512,10.0,2114.0,3653.0,0.0,0.0,14200.39,6975.0,0.0,0.0,17.34,1936855.0,1506033.0,13522.66,36353.0,34618.0,3442887.0,ei-fast
296,105512,10.0,2370.0,3654.0,0.0,0.0,14200.78,7026.0,0.0,0.0,21.02,1953129.0,1518626.0,13523.05,36354.0,34619.0,3471754.0,ei-fast
297,106512,10.0,2592.0,3656.0,0.0,0.0,14200.78,7070.0,0.0,0.0,24.92,1968695.0,1531036.0,13523.05,36354.0,34619.0,3499730.0,ei-fast
298,107512,10.0,2869.0,3661.0,0.0,0.0,14203.13,7118.0,0.0,0.0,40.63,1981587.0,1543006.0,13523.83,36360.0,34621.0,3524592.0,ei-fast
299,108512,10.0,3168.0,3669.0,0.0,0.0,14203.13,7154.0,0.0,0.0,9.58,1993563.0,1554813.0,13523.83,36360.0,34621.0,3548375.0,ei-fast
300,109512,10.0,3551.0,3676.0,0.0,0.0,14203.52,7194.0,0.0,0.0,18.07,2008870.0,1567165.0,13524.22,36361.0,34622.0,3576034.0,ei-fast
301,110512,11.0,293.0,3679.0,0.0,0.0,14203.91,7228.0,0.0,0.0,23.95,2031281.0,1583260.0,13524.61,36362.0,34623.0,3614540.0,ei-fast
302,111512,11.0,684.0,3680.0,0.0,0.0,14203.91,7266.0,0.0,0.0,41.53,2053923.0,1600287.0,13524.61,36362.0,34623.0,3654209.0,ei-fast
303,112512,11.0,1079.0,3683.0,0.0,0.0,14204.69,7311.0,0.0,0.0,62.71,2075505.0,1617429.0,13525.39,36364.0,34625.0,3692933.0,ei-fast
304,113512,11.0,1546.0,3685.0,0.0,0.0,14205.08,7366.0,0.0,0.0,61.29,2101243.0,1633953.0,13525.78,36365.0,34626.0,3735195.0,ei-fast
305,114512,11.0,1992.0,3688.0,0.0,0.0,14205.08,7415.0,0.0,0.0,55.37,2120421.0,1648432.0,13525.78,36365.0,34626.0,3768852.0,ei-fast
306,115512,11.0,2282.0,3693.0,0.0,0.0,14205.08,7475.0,0.0,0.0,32.54,2138510.0,1662588.0,13525.78,36365.0,34626.0,3801097.0,ei-fast
307,116512,11.0,2533.0,3694.0,0.0,0.0,14205.86,7518.0,0.0,0.0,31.45,2155423.0,1675314.0,13526.56,36367.0,34628.0,3830736.0,ei-fast
308,117512,11.0,2756.0,3696.0,0.0,0.0,14205.86,7553.0,0.0,0.0,8.26,2169213.0,1687439.0,13526.56,36367.0,34628.0,3856651.0,ei-fast
309,118512,11.0,3081.0,3700.0,0.0,0.0,14205.86,7587.0,0.0,0.0,10.61,2181386.0,1699733.0,13526.56,36367.0,34628.0,3881118.0,ei-fast
310,119512,11.0,3495.0,3707.0,0.0,0.0,14208.2,7635.0,0.0,0.0,22.54,2197611.0,1713315.0,13528.91,36373.0,34634.0,3910925.0,ei-fast
311,120512,12.0,184.0,3716.0,0.0,0.0,14210.94,7655.0,0.0,0.0,12.16,2217560.0,1727907.0,13531.64,36380.0,34641.0,3945466.0,ei-fast
312,121512,12.0,581.0,3716.0,0.0,0.0,14210.94,7697.0,0.0,0.0,45.31,2240546.0,1744673.0,13531.64,36380.0,34641.0,3985218.0,ei-fast
313,122512,12.0,961.0,3717.0,0.0,0.0,14210.94,7745.0,0.0,0.0,80.84,2261451.0,1762058.0,13531.64,36380.0,34641.0,4023508.0,ei-fast
314,123512,12.0,1457.0,3718.0,0.0,0.0,14210.94,7805.0,0.0,0.0,102.65,2287240.0,1779177.0,13531.64,36380.0,34641.0,4066416.0,ei-fast
315,124512,12.0,1956.0,3719.0,0.0,0.0,14210.94,7870.0,0.0,0.0,44.64,2310571.0,1795817.0,13531.64,36380.0,34641.0,4106387.0,ei-fast
316,125512,12.0,2253.0,3722.0,0.0,0.0,14211.72,7926.0,0.0,0.0,55.56,2327096.0,1809288.0,13531.64,36382.0,34641.0,4136383.0,ei-fast
317,126512,12.0,2492.0,3725.0,0.0,0.0,14213.67,7973.0,0.0,0.0,16.09,2344762.0,1822452.0,13533.59,36387.0,34646.0,4167213.0,ei-fast
318,127512,12.0,2710.0,3727.0,0.0,0.0,14213.67,8011.0,0.0,0.0,22.15,2359198.0,1834886.0,13533.59,36387.0,34646.0,4194083.0,ei-fast
319,128512,12.0,3034.0,3734.0,0.0,0.0,14214.84,8052.0,0.0,0.0,15.98,2371450.0,1847417.0,13534.77,36390.0,34649.0,4218866.0,ei-fast
320,129512,12.0,3434.0,3737.0,0.0,0.0,14214.84,8091.0,0.0,0.0,22.95,2388078.0,1861648.0,13534.77,36390.0,34649.0,4249725.0,ei-fast
