,# unix_time,cycles_done,cur_path,paths_total,pending_total,pending_favs,map_size,unique_crashes,unique_hangs,max_depth,execs_per_sec,valid_inputs,invalid_inputs,valid_cov,all_covered_probes,valid_covered_probes,total_inputs,algorithm
366,4,0.0,0.0,22.0,0.0,0.0,7417.19,0.0,0.0,0.0,15.63,28.0,8.0,7281.25,18988.0,18640.0,35.0,ei-fast
367,8,0.0,0.0,35.0,0.0,0.0,7700.39,0.0,0.0,0.0,23.46,82.0,35.0,7318.36,19713.0,18735.0,116.0,ei-fast
368,16,0.0,0.0,51.0,0.0,0.0,8128.91,0.0,0.0,0.0,15.92,194.0,89.0,7590.23,20810.0,19431.0,282.0,ei-fast
369,32,0.0,1.0,83.0,0.0,0.0,8598.83,0.0,0.0,0.0,19.93,502.0,234.0,8081.64,22013.0,20689.0,735.0,ei-fast
370,64,0.0,4.0,194.0,0.0,0.0,9457.42,3.0,0.0,0.0,59.02,1064.0,520.0,8953.13,24211.0,22920.0,1583.0,ei-fast
371,128,0.0,15.0,300.0,0.0,0.0,9947.66,14.0,0.0,0.0,66.23,2752.0,1461.0,9565.23,25466.0,24487.0,4212.0,ei-fast
372,256,0.0,50.0,512.0,0.0,0.0,10726.56,26.0,0.0,0.0,67.96,7469.0,4166.0,10312.11,27460.0,26399.0,11634.0,ei-fast
373,512,0.0,133.0,926.0,0.0,0.0,11291.02,85.0,0.0,0.0,45.02,16488.0,9547.0,10822.66,28905.0,27706.0,26034.0,ei-fast
374,1512,0.0,459.0,1485.0,0.0,0.0,11940.63,237.0,0.0,0.0,32.36,41565.0,28321.0,11398.44,30568.0,29180.0,69885.0,ei-fast
375,2512,0.0,783.0,1792.0,0.0,0.0,12348.05,408.0,0.0,0.0,45.16,63905.0,45831.0,11809.38,31611.0,30232.0,109735.0,ei-fast
376,3512,0.0,1126.0,1958.0,0.0,0.0,12478.52,568.0,0.0,0.0,55.38,86195.0,62675.0,11913.28,31945.0,30498.0,148869.0,ei-fast
377,4512,0.0,1493.0,2158.0,0.0,0.0,12904.3,768.0,0.0,0.0,44.87,107485.0,78612.0,12323.44,33035.0,31548.0,186096.0,ei-fast
378,5512,0.0,1886.0,2316.0,0.0,0.0,13124.22,945.0,0.0,0.0,92.11,127789.0,93897.0,12515.63,33598.0,32040.0,221685.0,ei-fast
379,6512,0.0,2211.0,2507.0,0.0,0.0,13324.61,1099.0,0.0,0.0,19.77,143273.0,107596.0,12714.84,34111.0,32550.0,250868.0,ei-fast
380,7512,0.0,2435.0,2653.0,0.0,0.0,13513.28,1205.0,0.0,0.0,6.6,157570.0,119502.0,12901.17,34594.0,33027.0,277071.0,ei-fast
381,8512,0.0,2647.0,2765.0,0.0,0.0,13591.41,1299.0,0.0,0.0,17.68,170643.0,130452.0,12980.08,34794.0,33229.0,301094.0,ei-fast
382,9512,0.0,2858.0,2906.0,0.0,0.0,13792.19,1378.0,0.0,0.0,41.54,184441.0,142371.0,13174.22,35308.0,33726.0,326811.0,ei-fast
383,10512,1.0,148.0,2995.0,0.0,0.0,13839.06,1480.0,0.0,0.0,47.02,207559.0,159464.0,13219.92,35428.0,33843.0,367022.0,ei-fast
384,11512,1.0,592.0,3012.0,0.0,0.0,13845.31,1564.0,0.0,0.0,28.39,234137.0,179087.0,13225.39,35444.0,33857.0,413223.0,ei-fast
385,12512,1.0,1019.0,3033.0,0.0,0.0,13846.48,1706.0,0.0,0.0,15.24,259325.0,198744.0,13225.78,35447.0,33858.0,458068.0,ei-fast
386,13512,1.0,1486.0,3057.0,0.0,0.0,13850.0,1840.0,0.0,0.0,45.9,285909.0,217235.0,13227.73,35456.0,33863.0,503143.0,ei-fast
387,14512,1.0,2029.0,3085.0,0.0,0.0,13856.64,1979.0,0.0,0.0,18.24,310159.0,235858.0,13234.77,35473.0,33881.0,546016.0,ei-fast
388,15512,1.0,2372.0,3111.0,0.0,0.0,13862.89,2080.0,0.0,0.0,31.65,328541.0,251916.0,13235.94,35489.0,33884.0,580456.0,ei-fast
389,16512,1.0,2621.0,3140.0,0.0,0.0,13869.14,2166.0,0.0,0.0,26.58,345651.0,265803.0,13240.23,35505.0,33895.0,611453.0,ei-fast
390,17512,1.0,2864.0,3169.0,0.0,0.0,13883.98,2229.0,0.0,0.0,37.5,360599.0,279403.0,13255.08,35543.0,33933.0,640001.0,ei-fast
391,18512,1.0,3204.0,3225.0,0.0,0.0,13923.05,2323.0,0.0,0.0,30.67,377613.0,295364.0,13283.2,35643.0,34005.0,672976.0,ei-fast
392,19512,2.0,406.0,3240.0,0.0,0.0,13924.22,2393.0,0.0,0.0,47.77,409702.0,316269.0,13284.38,35646.0,34008.0,725970.0,ei-fast
393,20512,2.0,873.0,3251.0,0.0,0.0,13925.39,2491.0,0.0,0.0,91.18,435056.0,336555.0,13284.38,35649.0,34008.0,771610.0,ei-fast
394,21512,2.0,1275.0,3261.0,0.0,0.0,13926.17,2594.0,0.0,0.0,42.21,461550.0,355615.0,13285.55,35651.0,34011.0,817164.0,ei-fast
395,22512,2.0,1829.0,3271.0,0.0,0.0,13926.95,2713.0,0.0,0.0,38.81,487829.0,374881.0,13285.55,35653.0,34011.0,862709.0,ei-fast
396,23512,2.0,2269.0,3289.0,0.0,0.0,13932.81,2811.0,0.0,0.0,31.85,506990.0,391836.0,13290.63,35668.0,34024.0,898825.0,ei-fast
397,24512,2.0,2556.0,3311.0,0.0,0.0,13937.89,2877.0,0.0,0.0,41.8,523694.0,406000.0,13292.58,35681.0,34029.0,929693.0,ei-fast
398,25512,2.0,2783.0,3327.0,0.0,0.0,13938.28,2927.0,0.0,0.0,31.43,538552.0,418731.0,13292.97,35682.0,34030.0,957282.0,ei-fast
399,26512,2.0,3117.0,3355.0,0.0,0.0,13964.06,3005.0,0.0,0.0,16.59,557202.0,436054.0,13316.8,35748.0,34091.0,993255.0,ei-fast
400,27512,3.0,104.0,3397.0,0.0,0.0,13980.86,3069.0,0.0,0.0,27.69,580166.0,452952.0,13329.3,35791.0,34123.0,1033117.0,ei-fast
401,28512,3.0,524.0,3402.0,0.0,0.0,13981.64,3128.0,0.0,0.0,40.5,608451.0,471983.0,13330.08,35793.0,34125.0,1080433.0,ei-fast
402,29512,3.0,971.0,3405.0,0.0,0.0,13981.64,3208.0,0.0,0.0,53.16,633317.0,491572.0,13330.08,35793.0,34125.0,1124888.0,ei-fast
403,30512,3.0,1394.0,3416.0,0.0,0.0,13985.55,3290.0,0.0,0.0,63.12,659207.0,510086.0,13331.64,35803.0,34129.0,1169292.0,ei-fast
404,31512,3.0,1918.0,3436.0,0.0,0.0,13986.72,3389.0,0.0,0.0,33.33,682466.0,527724.0,13332.81,35806.0,34132.0,1210189.0,ei-fast
405,32512,3.0,2306.0,3452.0,0.0,0.0,13988.67,3460.0,0.0,0.0,27.52,700373.0,543232.0,13333.59,35811.0,34134.0,1243604.0,ei-fast
406,33512,3.0,2557.0,3466.0,0.0,0.0,13990.63,3506.0,0.0,0.0,21.34,715244.0,555758.0,13335.55,35816.0,34139.0,1271001.0,ei-fast
407,34512,3.0,2768.0,3476.0,0.0,0.0,13991.8,3553.0,0.0,0.0,13.16,728620.0,567230.0,13336.72,35819.0,34142.0,1295849.0,ei-fast
408,35512,3.0,3066.0,3491.0,0.0,0.0,14000.39,3628.0,0.0,0.0,31.25,746752.0,584308.0,13345.31,35841.0,34164.0,1331059.0,ei-fast
409,36512,3.0,3455.0,3516.0,0.0,0.0,14006.25,3706.0,0.0,0.0,29.41,762859.0,598737.0,13350.78,35856.0,34178.0,1361595.0,ei-fast
410,37512,4.0,330.0,3533.0,0.0,0.0,14006.64,3751.0,0.0,0.0,68.85,792055.0,618211.0,13351.17,35857.0,34179.0,1410265.0,ei-fast
411,38512,4.0,768.0,3537.0,0.0,0.0,14008.59,3825.0,0.0,0.0,18.69,817892.0,637285.0,13353.13,35862.0,34184.0,1455176.0,ei-fast
412,39512,4.0,1196.0,3540.0,0.0,0.0,14011.72,3921.0,0.0,0.0,53.46,842584.0,656572.0,13356.25,35870.0,34192.0,1499155.0,ei-fast
413,40512,4.0,1694.0,3548.0,0.0,0.0,14011.72,4010.0,0.0,0.0,40.75,868378.0,674670.0,13356.25,35870.0,34192.0,1543047.0,ei-fast
414,41512,4.0,2154.0,3568.0,0.0,0.0,14014.45,4092.0,0.0,0.0,15.82,889087.0,691948.0,13358.98,35877.0,34199.0,1581034.0,ei-fast
415,42512,4.0,2449.0,3576.0,0.0,0.0,14020.31,4146.0,0.0,0.0,23.88,905635.0,706396.0,13364.45,35892.0,34213.0,1612030.0,ei-fast
416,43512,4.0,2758.0,3584.0,0.0,0.0,14021.88,4221.0,0.0,0.0,27.85,923128.0,720457.0,13364.45,35896.0,34213.0,1643584.0,ei-fast
417,44512,4.0,2985.0,3595.0,0.0,0.0,14025.78,4267.0,0.0,0.0,31.15,939829.0,736442.0,13368.36,35906.0,34223.0,1676270.0,ei-fast
418,45512,4.0,3397.0,3613.0,0.0,0.0,14033.98,4323.0,0.0,0.0,65.02,957181.0,751490.0,13376.56,35927.0,34244.0,1708670.0,ei-fast
419,46512,5.0,195.0,3651.0,0.0,0.0,14046.48,4388.0,0.0,0.0,50.63,984414.0,769558.0,13390.63,35959.0,34280.0,1753971.0,ei-fast
420,47512,5.0,641.0,3654.0,0.0,0.0,14046.48,4458.0,0.0,0.0,22.29,1012427.0,789263.0,13390.63,35959.0,34280.0,1801689.0,ei-fast
421,48512,5.0,1094.0,3659.0,0.0,0.0,14046.88,4548.0,0.0,0.0,48.86,1037245.0,809296.0,13390.63,35960.0,34280.0,1846540.0,ei-fast
422,49512,5.0,1564.0,3670.0,0.0,0.0,14051.17,4619.0,0.0,0.0,26.49,1063475.0,827313.0,13392.19,35971.0,34284.0,1890787.0,ei-fast
423,50512,5.0,2054.0,3675.0,0.0,0.0,14053.91,4698.0,0.0,0.0,22.73,1085446.0,845316.0,13394.92,35978.0,34291.0,1930761.0,ei-fast
424,51512,5.0,2398.0,3680.0,0.0,0.0,14053.91,4765.0,0.0,0.0,39.22,1104131.0,861552.0,13394.92,35978.0,34291.0,1965682.0,ei-fast
425,52512,5.0,2669.0,3685.0,0.0,0.0,14054.69,4807.0,0.0,0.0,24.46,1118746.0,873851.0,13395.7,35980.0,34293.0,1992596.0,ei-fast
426,53512,5.0,2919.0,3695.0,0.0,0.0,14055.86,4864.0,0.0,0.0,42.68,1135954.0,889208.0,13396.88,35983.0,34296.0,2025161.0,ei-fast
427,54512,5.0,3304.0,3708.0,0.0,0.0,14059.38,4916.0,0.0,0.0,19.28,1152168.0,904657.0,13398.83,35992.0,34301.0,2056824.0,ei-fast
428,55512,5.0,3712.0,3728.0,0.0,0.0,14073.44,4976.0,0.0,0.0,102.65,1171275.0,919896.0,13409.77,36028.0,34329.0,2091170.0,ei-fast
429,56512,6.0,417.0,3736.0,0.0,0.0,14074.22,5034.0,0.0,0.0,76.19,1203073.0,940178.0,13410.55,36030.0,34331.0,2143250.0,ei-fast
430,57512,6.0,869.0,3740.0,0.0,0.0,14076.95,5113.0,0.0,0.0,58.63,1227721.0,959337.0,13410.55,36037.0,34331.0,2187057.0,ei-fast
431,58512,6.0,1246.0,3748.0,0.0,0.0,14079.3,5193.0,0.0,0.0,18.97,1252387.0,977489.0,13412.89,36043.0,34337.0,2229875.0,ei-fast
432,59512,6.0,1761.0,3752.0,0.0,0.0,14080.47,5282.0,0.0,0.0,33.0,1277355.0,995059.0,13414.45,36046.0,34341.0,2272413.0,ei-fast
433,60512,6.0,2187.0,3754.0,0.0,0.0,14080.47,5345.0,0.0,0.0,56.38,1295711.0,1010767.0,13414.45,36046.0,34341.0,2306477.0,ei-fast
434,61512,6.0,2465.0,3760.0,0.0,0.0,14080.47,5385.0,0.0,0.0,53.13,1312029.0,1024730.0,13414.45,36046.0,34341.0,2336758.0,ei-fast
435,62512,6.0,2759.0,3768.0,0.0,0.0,14080.86,5442.0,0.0,0.0,11.11,1328222.0,1038260.0,13414.84,36047.0,34342.0,2366481.0,ei-fast
436,63512,6.0,2973.0,3774.0,0.0,0.0,14080.86,5497.0,0.0,0.0,29.61,1344374.0,1053414.0,13414.84,36047.0,34342.0,2397787.0,ei-fast
437,64512,6.0,3371.0,3780.0,0.0,0.0,14082.42,5543.0,0.0,0.0,17.65,1360054.0,1067725.0,13416.41,36051.0,34346.0,2427778.0,ei-fast
438,65512,6.0,3798.0,3807.0,0.0,0.0,14088.28,5599.0,0.0,0.0,29.26,1379289.0,1082134.0,13423.83,36066.0,34365.0,2461422.0,ei-fast
439,66512,7.0,401.0,3814.0,0.0,0.0,14088.28,5646.0,0.0,0.0,14.04,1409891.0,1101372.0,13423.83,36066.0,34365.0,2511262.0,ei-fast
440,67512,7.0,871.0,3816.0,0.0,0.0,14088.28,5713.0,0.0,0.0,23.18,1434808.0,1121158.0,13423.83,36066.0,34365.0,2555965.0,ei-fast
441,68512,7.0,1265.0,3819.0,0.0,0.0,14088.28,5796.0,0.0,0.0,57.4,1460434.0,1139873.0,13426.56,36066.0,34372.0,2600306.0,ei-fast
442,69512,7.0,1785.0,3821.0,0.0,0.0,14088.28,5877.0,0.0,0.0,40.37,1485604.0,1157702.0,13426.56,36066.0,34372.0,2643305.0,ei-fast
443,70512,7.0,2211.0,3827.0,0.0,0.0,14092.19,5938.0,0.0,0.0,25.94,1504011.0,1173497.0,13430.47,36076.0,34382.0,2677507.0,ei-fast
444,71512,7.0,2519.0,3834.0,0.0,0.0,14096.09,5980.0,0.0,0.0,30.86,1520663.0,1187561.0,13434.38,36086.0,34392.0,2708223.0,ei-fast
445,72512,7.0,2763.0,3840.0,0.0,0.0,14096.09,6013.0,0.0,0.0,9.46,1536168.0,1200537.0,13434.38,36086.0,34392.0,2736704.0,ei-fast
446,73512,7.0,3059.0,3848.0,0.0,0.0,14097.66,6068.0,0.0,0.0,11.9,1554241.0,1217305.0,13434.38,36090.0,34392.0,2771545.0,ei-fast
447,74512,7.0,3462.0,3857.0,0.0,0.0,14103.52,6114.0,0.0,0.0,28.75,1570872.0,1232028.0,13436.33,36105.0,34397.0,2802899.0,ei-fast
448,75512,7.0,3864.0,3878.0,0.0,0.0,14107.42,6162.0,0.0,0.0,9.71,1588023.0,1245648.0,13440.23,36115.0,34407.0,2833670.0,ei-fast
449,76512,8.0,423.0,3880.0,0.0,0.0,14108.98,6203.0,0.0,0.0,32.36,1619768.0,1265696.0,13441.8,36119.0,34411.0,2885463.0,ei-fast
450,77512,8.0,884.0,3881.0,0.0,0.0,14108.98,6259.0,0.0,0.0,71.2,1644405.0,1285245.0,13441.8,36119.0,34411.0,2929649.0,ei-fast
451,78512,8.0,1286.0,3882.0,0.0,0.0,14108.98,6323.0,0.0,0.0,46.36,1670249.0,1303755.0,13441.8,36119.0,34411.0,2974003.0,ei-fast
452,79512,8.0,1819.0,3883.0,0.0,0.0,14108.98,6394.0,0.0,0.0,69.08,1695647.0,1321845.0,13441.8,36119.0,34411.0,3017491.0,ei-fast
453,80512,8.0,2250.0,3884.0,0.0,0.0,14108.98,6452.0,0.0,0.0,39.09,1714488.0,1338071.0,13441.8,36119.0,34411.0,3052558.0,ei-fast
454,81512,8.0,2548.0,3886.0,0.0,0.0,14108.98,6503.0,0.0,0.0,18.46,1731381.0,1352294.0,13441.8,36119.0,34411.0,3083674.0,ei-fast
455,82512,8.0,2783.0,3890.0,0.0,0.0,14108.98,6536.0,0.0,0.0,36.81,1746439.0,1365040.0,13441.8,36119.0,34411.0,3111478.0,ei-fast
456,83512,8.0,3112.0,3893.0,0.0,0.0,14108.98,6586.0,0.0,0.0,36.42,1764655.0,1381853.0,13441.8,36119.0,34411.0,3146507.0,ei-fast
457,84512,8.0,3477.0,3898.0,0.0,0.0,14108.98,6642.0,0.0,0.0,19.28,1780318.0,1396165.0,13441.8,36119.0,34411.0,3176482.0,ei-fast
458,85512,9.0,1.0,3914.0,0.0,0.0,14111.33,6697.0,0.0,0.0,119.21,1797954.0,1409741.0,13442.19,36125.0,34412.0,3207694.0,ei-fast
459,86512,9.0,457.0,3915.0,0.0,0.0,14111.33,6747.0,0.0,0.0,48.43,1830389.0,1430477.0,13442.19,36125.0,34412.0,3260865.0,ei-fast
460,87512,9.0,922.0,3915.0,0.0,0.0,14111.33,6815.0,0.0,0.0,41.27,1856565.0,1450589.0,13442.19,36125.0,34412.0,3307153.0,ei-fast
461,88512,9.0,1359.0,3918.0,0.0,0.0,14111.33,6894.0,0.0,0.0,59.8,1883136.0,1470182.0,13442.19,36125.0,34412.0,3353317.0,ei-fast
462,89512,9.0,1912.0,3920.0,0.0,0.0,14112.11,6972.0,0.0,0.0,84.14,1908009.0,1488266.0,13442.97,36127.0,34414.0,3396274.0,ei-fast
463,90512,9.0,2310.0,3922.0,0.0,0.0,14112.11,7020.0,0.0,0.0,20.0,1925990.0,1504417.0,13442.97,36127.0,34414.0,3430406.0,ei-fast
464,91512,9.0,2569.0,3926.0,0.0,0.0,14112.89,7046.0,0.0,0.0,12.86,1941480.0,1517245.0,13442.97,36129.0,34414.0,3458724.0,ei-fast
465,92512,9.0,2791.0,3926.0,0.0,0.0,14112.89,7082.0,0.0,0.0,45.75,1955621.0,1529534.0,13442.97,36129.0,34414.0,3485154.0,ei-fast
466,93512,9.0,3117.0,3930.0,0.0,0.0,14112.89,7139.0,0.0,0.0,5.41,1973454.0,1546204.0,13442.97,36129.0,34414.0,3519657.0,ei-fast
467,94512,9.0,3480.0,3932.0,0.0,0.0,14112.89,7178.0,0.0,0.0,26.49,1989411.0,1560347.0,13442.97,36129.0,34414.0,3549757.0,ei-fast
468,95512,9.0,3919.0,3943.0,0.0,0.0,14113.28,7223.0,0.0,0.0,22.44,2006877.0,1574036.0,13443.36,36130.0,34415.0,3580912.0,ei-fast
469,96512,10.0,430.0,3947.0,0.0,0.0,14114.06,7269.0,0.0,0.0,61.95,2038829.0,1594540.0,13443.36,36132.0,34415.0,3633368.0,ei-fast
470,97512,10.0,893.0,3949.0,0.0,0.0,14116.02,7320.0,0.0,0.0,17.39,2064094.0,1614237.0,13445.31,36137.0,34420.0,3678330.0,ei-fast
471,98512,10.0,1281.0,3950.0,0.0,0.0,14116.02,7382.0,0.0,0.0,40.88,2088380.0,1632311.0,13445.31,36137.0,34420.0,3720690.0,ei-fast
472,99512,10.0,1800.0,3954.0,0.0,0.0,14117.19,7454.0,0.0,0.0,49.83,2113604.0,1650257.0,13445.7,36140.0,34421.0,3763860.0,ei-fast
473,100512,10.0,2242.0,3955.0,0.0,0.0,14117.19,7502.0,0.0,0.0,48.99,2132182.0,1666411.0,13445.7,36140.0,34421.0,3798592.0,ei-fast
474,101512,10.0,2544.0,3958.0,0.0,0.0,14117.97,7548.0,0.0,0.0,46.88,2149361.0,1680756.0,13445.7,36142.0,34421.0,3830116.0,ei-fast
475,102512,10.0,2784.0,3962.0,0.0,0.0,14117.97,7578.0,0.0,0.0,45.75,2164572.0,1694034.0,13445.7,36142.0,34421.0,3858605.0,ei-fast
476,103512,10.0,3117.0,3963.0,0.0,0.0,14118.36,7626.0,0.0,0.0,8.62,2182800.0,1711275.0,13446.09,36143.0,34422.0,3894074.0,ei-fast
477,104512,10.0,3500.0,3971.0,0.0,0.0,14118.36,7673.0,0.0,0.0,36.36,2199393.0,1725757.0,13446.09,36143.0,34422.0,3925149.0,ei-fast
478,105512,10.0,3954.0,3984.0,0.0,0.0,14121.09,7713.0,0.0,0.0,22.65,2216746.0,1739685.0,13448.44,36150.0,34428.0,3956430.0,ei-fast
479,106512,11.0,422.0,3987.0,0.0,0.0,14121.09,7750.0,0.0,0.0,75.16,2248552.0,1760186.0,13450.39,36150.0,34433.0,4008737.0,ei-fast
480,107512,11.0,893.0,3988.0,0.0,0.0,14121.09,7806.0,0.0,0.0,42.81,2274363.0,1780173.0,13450.39,36150.0,34433.0,4054535.0,ei-fast
481,108512,11.0,1305.0,3989.0,0.0,0.0,14121.09,7873.0,0.0,0.0,13.11,2299964.0,1799027.0,13450.39,36150.0,34433.0,4098990.0,ei-fast
482,109512,11.0,1851.0,3992.0,0.0,0.0,14123.05,7932.0,0.0,0.0,42.62,2325887.0,1817554.0,13450.39,36155.0,34433.0,4143440.0,ei-fast
483,110512,11.0,2290.0,3994.0,0.0,0.0,14123.05,7980.0,0.0,0.0,56.67,2344733.0,1833866.0,13450.39,36155.0,34433.0,4178598.0,ei-fast
484,111512,11.0,2567.0,3995.0,0.0,0.0,14123.05,8019.0,0.0,0.0,35.93,2361263.0,1847588.0,13450.39,36155.0,34433.0,4208850.0,ei-fast
485,112512,11.0,2800.0,3996.0,0.0,0.0,14123.44,8043.0,0.0,0.0,26.81,2376426.0,1860660.0,13450.78,36156.0,34434.0,4237085.0,ei-fast
486,113512,11.0,3136.0,4000.0,0.0,0.0,14123.44,8087.0,0.0,0.0,46.2,2393976.0,1877090.0,13450.78,36156.0,34434.0,4271065.0,ei-fast
487,114512,11.0,3502.0,4004.0,0.0,0.0,14123.44,8127.0,0.0,0.0,33.0,2410212.0,1891319.0,13450.78,36156.0,34434.0,4301530.0,ei-fast
488,115512,11.0,3947.0,4012.0,0.0,0.0,14123.44,8170.0,0.0,0.0,69.31,2427171.0,1904745.0,13450.78,36156.0,34434.0,4331915.0,ei-fast
489,116512,12.0,396.0,4016.0,0.0,0.0,14123.83,8203.0,0.0,0.0,34.27,2458638.0,1924930.0,13451.17,36157.0,34435.0,4383567.0,ei-fast
490,117512,12.0,868.0,4017.0,0.0,0.0,14123.83,8254.0,0.0,0.0,27.61,2483947.0,1944726.0,13451.17,36157.0,34435.0,4428672.0,ei-fast
491,118512,12.0,1265.0,4017.0,0.0,0.0,14123.83,8300.0,0.0,0.0,65.79,2509706.0,1963583.0,13451.17,36157.0,34435.0,4473288.0,ei-fast
492,119512,12.0,1802.0,4018.0,0.0,0.0,14123.83,8380.0,0.0,0.0,28.21,2535909.0,1981764.0,13451.17,36157.0,34435.0,4517672.0,ei-fast
493,120512,12.0,2245.0,4019.0,0.0,0.0,14123.83,8434.0,0.0,0.0,61.54,2554713.0,1997907.0,13451.17,36157.0,34435.0,4552619.0,ei-fast
494,121512,12.0,2537.0,4021.0,0.0,0.0,14123.83,8480.0,0.0,0.0,38.83,2570963.0,2011685.0,13451.17,36157.0,34435.0,4582647.0,ei-fast
495,122512,12.0,2763.0,4022.0,0.0,0.0,14123.83,8494.0,0.0,0.0,9.07,2585217.0,2024029.0,13451.17,36157.0,34435.0,4609245.0,ei-fast
496,123512,12.0,3029.0,4022.0,0.0,0.0,14123.83,8534.0,0.0,0.0,52.81,2602637.0,2040227.0,13451.17,36157.0,34435.0,4642863.0,ei-fast
497,124512,12.0,3395.0,4024.0,0.0,0.0,14128.91,8573.0,0.0,0.0,67.52,2618099.0,2054171.0,13456.25,36170.0,34448.0,4672269.0,ei-fast
498,125512,12.0,3804.0,4031.0,0.0,0.0,14129.69,8613.0,0.0,0.0,10.87,2635420.0,2067746.0,13457.03,36172.0,34450.0,4703165.0,ei-fast
499,126512,13.0,241.0,4034.0,0.0,0.0,14129.69,8657.0,0.0,0.0,99.34,2661135.0,2085004.0,13457.03,36172.0,34450.0,4746138.0,ei-fast
500,127512,13.0,672.0,4035.0,0.0,0.0,14129.69,8699.0,0.0,0.0,8.17,2686159.0,2103627.0,13457.03,36172.0,34450.0,4789785.0,ei-fast
501,128512,13.0,1098.0,4036.0,0.0,0.0,14130.86,8762.0,0.0,0.0,84.97,2710528.0,2122228.0,13458.2,36175.0,34453.0,4832755.0,ei-fast
502,129512,13.0,1546.0,4037.0,0.0,0.0,14130.86,8821.0,0.0,0.0,23.26,2735308.0,2139655.0,13458.2,36175.0,34453.0,4874962.0,ei-fast
503,130512,13.0,2050.0,4040.0,0.0,0.0,14130.86,8889.0,0.0,0.0,12.46,2758281.0,2157731.0,13458.2,36175.0,34453.0,4916011.0,ei-fast
504,131512,13.0,2386.0,4047.0,0.0,0.0,14131.25,8929.0,0.0,0.0,46.67,2776064.0,2172985.0,13458.59,36176.0,34454.0,4949048.0,ei-fast
505,132512,13.0,2645.0,4052.0,0.0,0.0,14131.25,8957.0,0.0,0.0,26.18,2791274.0,2185558.0,13458.59,36176.0,34454.0,4976831.0,ei-fast
506,133512,13.0,2880.0,4053.0,0.0,0.0,14131.25,8986.0,0.0,0.0,35.6,2806617.0,2198932.0,13458.59,36176.0,34454.0,5005548.0,ei-fast
507,134512,13.0,3226.0,4057.0,0.0,0.0,14131.25,9029.0,0.0,0.0,24.69,2823272.0,2214748.0,13458.59,36176.0,34454.0,5038019.0,ei-fast
508,135512,13.0,3666.0,4064.0,0.0,0.0,14131.64,9067.0,0.0,0.0,42.55,2842372.0,2230285.0,13458.98,36177.0,34455.0,5072656.0,ei-fast
509,136512,14.0,91.0,4073.0,0.0,0.0,14132.03,9094.0,0.0,0.0,52.29,2863021.0,2245294.0,13459.38,36178.0,34456.0,5108314.0,ei-fast
510,137512,14.0,508.0,4073.0,0.0,0.0,14132.03,9142.0,0.0,0.0,11.53,2890912.0,2263995.0,13459.38,36178.0,34456.0,5154906.0,ei-fast
511,138512,14.0,957.0,4073.0,0.0,0.0,14132.03,9197.0,0.0,0.0,48.08,2915745.0,2283557.0,13459.38,36178.0,34456.0,5199301.0,ei-fast
512,139512,14.0,1406.0,4073.0,0.0,0.0,14132.03,9255.0,0.0,0.0,39.16,2942715.0,2302419.0,13459.38,36178.0,34456.0,5245133.0,ei-fast
513,140512,14.0,1964.0,4074.0,0.0,0.0,14132.42,9306.0,0.0,0.0,56.67,2967081.0,2320481.0,13459.77,36179.0,34457.0,5287561.0,ei-fast
514,141512,14.0,2347.0,4077.0,0.0,0.0,14132.42,9357.0,0.0,0.0,41.27,2984972.0,2336301.0,13459.77,36179.0,34457.0,5321272.0,ei-fast
515,142512,14.0,2603.0,4078.0,0.0,0.0,14132.42,9397.0,0.0,0.0,29.89,3002118.0,2350277.0,13459.77,36179.0,34457.0,5352394.0,ei-fast
516,143512,14.0,2835.0,4081.0,0.0,0.0,14132.42,9425.0,0.0,0.0,11.05,3016586.0,2362932.0,13459.77,36179.0,34457.0,5379517.0,ei-fast
517,144512,14.0,3180.0,4085.0,0.0,0.0,14132.81,9469.0,0.0,0.0,39.6,3033766.0,2379192.0,13460.16,36180.0,34458.0,5412957.0,ei-fast
518,145512,14.0,3571.0,4090.0,0.0,0.0,14135.55,9501.0,0.0,0.0,26.24,3050750.0,2393307.0,13462.89,36187.0,34465.0,5444056.0,ei-fast
519,146512,14.0,4033.0,4095.0,0.0,0.0,14135.55,9536.0,0.0,0.0,39.76,3067443.0,2407038.0,13462.89,36187.0,34465.0,5474480.0,ei-fast
520,147512,15.0,371.0,4101.0,0.0,0.0,14135.94,9567.0,0.0,0.0,29.03,3097682.0,2426609.0,13463.28,36188.0,34466.0,5524290.0,ei-fast
521,148512,15.0,845.0,4103.0,0.0,0.0,14135.94,9605.0,0.0,0.0,46.05,3122680.0,2446200.0,13463.28,36188.0,34466.0,5568879.0,ei-fast
522,149512,15.0,1238.0,4106.0,0.0,0.0,14136.33,9667.0,0.0,0.0,57.4,3148361.0,2464714.0,13463.67,36189.0,34467.0,5613074.0,ei-fast
523,150512,15.0,1764.0,4107.0,0.0,0.0,14136.33,9719.0,0.0,0.0,48.78,3173933.0,2482523.0,13463.67,36189.0,34467.0,5656455.0,ei-fast
524,151512,15.0,2194.0,4108.0,0.0,0.0,14136.33,9773.0,0.0,0.0,55.37,3192377.0,2498213.0,13463.67,36189.0,34467.0,5690589.0,ei-fast
525,152512,15.0,2483.0,4108.0,0.0,0.0,14136.33,9802.0,0.0,0.0,72.37,3208444.0,2512137.0,13463.67,36189.0,34467.0,5720580.0,ei-fast
